Company,Country,Year,Slogan
CoverGirl Invisible Concealer,US,1984,"A new coverup cream so natural, it’s invisible."
Cover Girl NailSlicks,US,1982,"Color that looks wet, even when it’s dry."
Cover Girl Nail Slicks,US,1980,Color that strengthens.
Cover Girl Mascara,US,1986,Lasting performance.
Cover Girl Make Up Mates,US,1983,They’re fun. They’re professional. And they’re red hot!
Coup de Theatre!,UK,2001,The revolutionary stretching program for eyelashes.
Coty Sunshimmer,UK,1987,For every skin under the sun.
Cotton Buds,US,2012,"Big brands, little packages."
Cosmovogue,CH,2011,The trend company.
Corioliss,UK,2013,Leading beauty technology.
Corioliss,UK,2012,The spirit of Ayurveda.
Cosmetochem,UK,2003,A natural touch in cosmetology.
Cosmetochem,UK,2008,So beautiful!
Cosmedicine,US,2012,Truth is beauty.
Cosmaro,AT,2012,Best of natural basics.
Cosmaro,AT,2013,Balsam your life.
Corn Silk,US,1984,It absorbs more oils so you shine less and look more beautiful.
Corioliss,US,2013,Leading beauty technology.
Corioliss,US,2012,The day is long.
Dazey,US,1980,You’ve got style. You’ve got Dazey!
Dazey,US,1995,The essence of a great jeweller.
Double Velvet,UK,2003,Love your bum.
Dove Cream,US,2004,"You will too, with Dove."
Dove Clinical Protection Visibly Smooth,UK,2009,Feel stubble-free for longer.
Dove Clinical Protection,US,2016,Protect your moments.
Dove Body Wash,UK,2004,Squeeze a little spa into your shower instead with Dove Body Wash.
Dove Body Lotion,UK,2005,All skin is beautiful when it’s beautifully nourished.
Dove Bath Care Moisture Balance,UK,2003,Pure self indulgence from Dove Bath.
Dove Bath,UK,2005,Do not disturb.
Dove Aroma Massage,UK,2004,Squeeze a massage into your shower.
Dove Aroma Massage,UK,1960,For beauty the modern way.
Dove Cream Oil Bar,UK,2006,Beautiful skin at any age.
DonnaKaran Cashmere Mist,UK,2007,A fragrance to seduce the senses.
Donna Karan Gold,UK,2007,The light of a woman.
Donna Karan Gold,UK,2008,Mirror of my soul.
Dollar Shave Club,US,2016,Shave time. Shave money.
Dobi,CH,2012,We Dobi you.
Dixie,US,2008,The strength you need. The softness you love.
Dixie,US,2002,Inspired by diversity.
Dixie,US,2011,Selective distribution of niche brands.
Dove Cream Oil,UK,2003,For silky skin.
Dove Cream Oil Body Wash,US,2007,The ultimate moisture from Dove.
Diorskin,US,2002,Makeup that fits like a second skin.
Dove Sensitive,UK,2003,Effective protection for sensitive skin.
Dove Sensitive,UK,2012,It really works.
Dr Andrew Weil for Origins,UK,2007,Live and be Weil.
Dr Andrew Weil for Origins,UK,2012,Masterpieces in steel.
Dove Summer Glow Body Lotion,UK,2007,Good for the skin. Great for you.
Dove Summer Glow,UK,2008,Good for your skin. Great for your look.
Dove Styling,US,2005,Unstick your style.
Dove Silk Dry,UK,2005,Wear silk every day.
Dove Silk Bath,UK,2003,"Dads, give generously this Mother’s Day."
Dove Pro-Age,UK,2008,Beauty has no age limit.
Dove Deodorant,US,2014,"Sincerely, Dove."
Dove Men+Care,US,2015,Care makes a man stronger.
Dove Men+Care,UK,2015,Care makes a man stronger.
Dove Intensive Lotion,UK,2009,The ultimate moisture for extra dry skin.
Dove Face Sensitive Essentials,US,2004,No foaming cleanser is milder.
Dove Essential Nutrients,US,2004,Hello beautiful skin.
Dove Essential – Intense Care,UK,2005,Give your hair just the right level of care.
Dove Deodorant Sensitive,UK,2003,Sensitive not sensitising.
Dove Deodorant Fresh Blue,UK,2000,All-day protection in a fresh new fragrance.
Dippity-Do,US,2003,Do it Dippity style.
Diorshow,UK,2009,The catwalk mascara.
Diorshow,UK,2013,When beauty meets health.
Denman,UK,2012,The hairdresser’s hairbrush.
Depth,US,2012,Live beneath the surface.
Depilex,UK,2004,Unveil the real you at Depilex.
Dentu-Creme,UK,1980,More powerful than plaque.
Dentinox Cradle Cap,UK,2008,Gentle and effective – From birth onwards.
Dentek Flossbrite,US,2003,Your fingers will thank you.
Dentek Flossbrite,US,2009,Quality made in Germany.
Dennis Bernard,US,2013,Powerful solutions at the stylists finger tips.
Denman,US,2012,The hairdresser’s hairbrush.
Denivit,UK,1992,"Strong on stains, kind to teeth."
Denivit,UK,2012,"Camouflage for face, body and soul."
Denim,US,1980,A whole new feeling in Cologne and After Shave.
Denclen,UK,1979,The cleaner many dentists recommend.
Demeter Fragrance,US,2010,"Simple, subtle, singular scents. Each day. Everywhere."
Demak Up,UK,2004,Let your skin breathe again.
Deep Magic,US,1972,"Deep Magic moisturizers keep skin looking a little softer, a little younger, a little longer."
Deep Magic,US,2006,Beauty for sensitive skin.
Deep Magic,US,2012,Experience your identity.
Deb,UK,1987,A really simple idea to make life easier.
DermMatch,US,2013,Hair loss has met its match!
Dermae,US,2009,Formulated for results!
Diorlift,UK,2000,"The secret of a well-rested, glowing complexion."
Diorlift,UK,2013,Be iconic.
Dior SkinFlash,UK,2004,A stroke of brilliance for a model-perfect complexion.
Dior SkinFlash,UK,2016,I am not a girl. I am poison.
Dior Phenomen-A-Jour,UK,2000,Your skin is ageing every second counts.
Dior Midnight Poison,UK,2007,A new Cinderella is born.
Dior Midnight Poison,UK,2014,Dior The future is gold.
Dior Dune,US,1996,"The moment, the memory, the dream."
Dior Dolce Vita,UK,1996,The spirit of happiness.
Dior Blackout,UK,2007,Catwalk inspired.
Dior Addcit,US,2015,"Shine, don’t be shy."
Desert Essence,US,2013,Beauty blooms in the desert.
Dimension,UK,1988,Forget convention use Dimension. A shampoo so good you don’t need a conditioner.
Dimension,UK,2015,Live bravely.
Dimension,UK,2013,The new feminine fragrance.
Diesel Fuel For Life,UK,2008,Use with caution.
Diesel,US,1996,Use at own risk.
Dial Very Dry,US,1976,Anti-perspirant helps keep you very dry.
Di Palomo,UK,2012,Made in England inspired by Italy.
Dettol Easy Mop,UK,2003,It’s a breakthrough. Fact.
Dettol Easy Mop,UK,2013,The daily basic care for your skin.
Colgate with MFP,US,1973,The breath-freshening cavity fighter.
Colgate Whitening,US,2004,Removes stains 30% better!
Carita,UK,2007,The ultimate spa experience.
Catalyst,US,1994,The new fragrance chemistry for men.
Cassini,US,1994,A love affair that never ends.
Carolyn New York,US,2007,It’s what’s inside that counts.
Carolina Herrera,US,1994,The fragrance that dresses a dream.
Carole Franck,UK,2003,The synergy of science and nature.
Carole Franck,UK,2010,Beauty by nature.
Carmex,UK,2009,Join the cult.
Carmex,UK,2012,Sensual luxury.
Caring Angel,UK,2003,Scent with love.
Caudalie,CH,2012,Beauty grows here.
Caress Skinwear,US,2009,One collection. Three looks.
Caress Shimmering,US,2003,A new shimmer on you.
Caress Sensational Smoothing,US,2005,Skin to be seen in.
Carefree Perfect Fit,UK,2003,"Feel the freshness, not the liner."
Carefree Panty Shields,US,1977,"So light, it’s just right – So often."
Carefree Panty Liners,US,1980,For the fresh-dressed woman!
Carefree Dry Ideal,US,2005,Stay fresh underneath it all.
Carefree Comfort Panty Liners,UK,1996,For that fresh on panty feeling.
Carefree Comfort Panty Liners,UK,2012,Beauty grows here.
Caudalie,UK,2012,Beauty grows here.
Caudalie,UK,2013,Original quality – since 1995.
Caudalie,UK,2003,Take it!
Chanel Precision Age Delay,UK,2000,Time to delay time!
Chanel Precision,US,2002,Precisely targeted for your skin.
Chanel No5,US,2000,"The new way to spray anywhere, everywhere."
Chanel No5,UK,2008,As if it were the first time.
Chanel Cristalle Gloss,UK,2005,Provocative shine – Natural looking. Sensual lips.
Chanel Chance,US,2007,A fresh new chance.
Chanel 5,UK,2000,"New spray, ready to wear everywhere."
Chanel,US,1995,Reveal the skin you were meant to have.
Chanel,US,2012,Every age. Every stage. Every day.
Cedar Angler Broom,US,1983,The quality makes your life easier.
Cerruti Image,UK,2000,Now women have a new fragrance.
Cerruti Image,UK,2000,Create your dream.
Cellini,US,1981,An exciting fragrance experience created in Italy by Faberge. For lovers of life everywhere.
Cellcosmet & Cellmen,CH,2010,The science of staying young.
Cellcosmet & Cellmen,CH,2004,A new floral harmony.
Cellcosmet & Cellmen,CH,2003,Live to love.
Celebrate,US,1996,"First, wear it for yourself."
Cedar Wood,UK,1981,Leaves the rest in the shade.
Capri,US,1974,More of a good thing.
Capri,US,2012,Your nail care partner.
Colgate Total Professional Weekly Clean,UK,2007,Use once a week. Deeper cleansing effect. Smoother teeth.
Burts Bees Lip Balm,UK,2016,100% natural.
Bye Bye Blemish,US,2013,Hello clear skin.
Bvlgari Aqva,UK,2006,The fragrance for men.
Bvlgari,US,1996,The essence of a great jeweller.
Bvlgari,UK,2006,The essence of a jeweller.
Bvlgari,UK,2010,Entertainment bottled.
Buxom,US,2013,Live life vividly.
Butterlicious,UK,2008,Delicious but not edible!
Butter London,UK,2013,Nail Polish is created in a lab. Nail lacquer is created on the runway.
Burts Bees,US,2016,Proof is in our nature.
Burts Bees,US,2011,German hair concept.
Burt’s Bees Hand Salve,UK,2003,A farmer’s friend.
Burt’s Bees Hand Salve,UK,1993,For today. For tomorrow.
Burt’s Bees Hand Salve,UK,2012,The new fragrance for women.
Bulldog,UK,2013,Natural skincare.
BullFrog,US,2012,Engineered to stay… in and out of the water.
BullFrog,US,2006,The essence of a jeweller.
BullFrog,US,2017,The roman night.
BullFrog,US,1995,Tea for two.
BullFrog,US,2012,Luxury natural spa.
CG Professional,US,1996,Dramatically magnified lashes that still look like yours. Guaranteed!
Camay,US,1993,Uncover a new you. And be softer too.
Camay,US,2011,It touches everything.
Camay,UK,1995,When romance is of the essence.
Calypso,UK,2002,Practice safe sun.
Calvin Klein Obsession,US,1985,Between love and madness lies Obsession.
Calvin Klein Obsession,US,2015,Forever starts now.
Calvin Klein Eternity,US,2010,What begins here never ends.
Calvin Klein Eternity,UK,2002,"Love, sweet love."
Calvin Klein Eternity,UK,2010,What begins here never ends.
Calvin Klein CK One,US,2009,We are one.
Calvin Klein CK One,US,2010,The tanning authority.
CK Be,US,1997,The fragrance for people.
Calgon Bouquet Bath,US,1975,"The flower bath. Relax, it’s your own private party."
Calgon Bath Soaks,US,1977,Pour yourself a Calgon bath. Don’t stir. Just relax.
Calgon,US,1976,Calgon baths for body and soul.
Caflon,US,2012,The safer way to pierce ears.
Caflon,UK,2012,The safer way to pierce ears.
Caflon,UK,2002,The glorious experience.
Caflon,UK,2012,Individuality. Beauty. Competence.
CLR,UK,2004,For fine cosmetics. Since 1926.
Chanel Vitalumiere,US,2002,Radiant. Vibrant. Young. SPF 15.
Chanel.com,US,2005,Explore Chanel.com.
Channoine,AT,2011,The excellence of balanced beauty.
Cleure,US,2013,Clean – pure.
Clinique Simply,UK,2003,Live every day simply.
Clinique Simply,UK,2004,Live every day simply.
Clinique Repairwear,UK,2004,Face the day looking more vibrant and full of life.
Clinique LashPower Mascara,UK,2008,Til warm water do us part.
Clinique Happy,UK,2004,Wear it and be happy.
Clinique Happy,UK,2003,The energy shower.
Clientele,US,1994,"For healthy, beautiful skin."
Clever White,UK,2004,For a radiant smile.
Cleo,UK,2001,The celebrities choice.
Clive Christian,UK,2001,The world’s most expensive perfume.
Clenzology,US,2004,The science of advanced hygiene.
Clearasil Ultra,US,2004,Clearer skin right before your eyes.
Clearasil Ultra,UK,2006,Visibly clearer skin in 3 days.
Clearasil Total Control,US,2003,Control. It’s a beautiful thing.
Clearasil Total Control,UK,2004,"Hates your spots, loves your skin."
Clearasil PerfectaWash,UK,2012,The perfect dose of strength and kindness.
Clearasil,US,1994,Soft on skin. Tough on zits.
Clear Scalp & Hair Therapy,US,2013,Feed scalp.
Clinisan,UK,2001,Clearly proven to be better when skin needs that little extra care.
Clorox BathWand,US,2005,The tub and shower go from zero to sparkling in record time. Designed to clean.
Charles Worthington,UK,2009,Goes to your head.
Colgate Fresh,UK,2000,Fresh breath for hours longer.
Colgate Total Plus Whitening,UK,2002,12 hour protection – whiter teeth.
Colgate Total Advanced Fresh,UK,2004,Used and recommended by most dentists.
Colgate Total,UK,2001,Protects you even when you eat and drink.
Colgate Time Control,UK,2007,Everyday protection against time.
Colgate Simply White Night,US,2003,Dramatically whiter teeth made even simpler.
Colgate Sensitive Multi Protection,UK,2009,1 tool for 7 dental problems.
Colgate Oxygen,UK,2005,Pure. Fresh. Clean.
Colgate Optic White,US,2013,Whiten more. Shine on.
Colgate Fluorigard,US,2005,Liquid strength for teeth.
Colgate Fluorigard,US,2012,Shaped by stylists.
Colgate Actibrush Kids Series,UK,2001,Powerful cleaning for kids.
Colgate 360°,UK,2008,Whole mouth clean.
Colgate 2 in1 Fresh Mint,UK,2002,What a refreshing idea.
Colgate 2 in 1,UK,2003,Toothpaste and mouthwash in one.
Coco Mademoiselle,US,2002,"Watch out, monsieur."
Coco,UK,1998,The spirit of Chanel.
CnR Create,AT,2010,It’s magic!
Clynol,UK,2012,Shaped by stylists.
Clynol,UK,2001,And under control.
Cle de Peau Beaute,US,2004,Touched. Treasured. Transformed.
Clarins Skin Spa,US,2011,"Science, experience, senses."
Christian Dior,UK,1988,"Eyeshadow Duos. Very new, very Dior."
Circ,UK,2001,"Adds thickness, fullness and control to thinning hair."
Chrome,US,2009,Reflections of men.
Chrome,US,2013,It just works.
Christina Aguilera Inspire,US,2009,Follow your inspiration.
Christina Aguilera,UK,2008,"Sometimes, it’s all you need to wear."
Christina Aguilera,UK,2013,Your beauty choice.
Christian Dior Pure Poison,UK,2004,The new seduction by Dior.
Christian Dior No-Age,UK,2002,Say no to older looking skin.
Chine Glaze,US,2007,Flawless with absolute staying power.
Clarins Moisture Cream,UK,2000,"Perfect hydration, 24 hours a day."
Child Perfume,US,2010,Original and authentic since 1990.
Child Perfume,US,2012,"Beauty, Wellness & Fashion."
Child Perfume,US,2012,Preserving natural beauty.
Charmin with Aerobubbles,UK,2005,Specially designed for superior absorbency.
Charmin with Aerobubbles,UK,2011,Natural is best for your skin.
Charlie Urban Energy,UK,2000,Release your urban energy.
Charlie,UK,1986,20 of the most smashing nailcolours you’ll ever have at your fingertips. Beautifully priced.
Charles of the Ritz,UK,1984,Beautiful skin now and forever.
Citre Shine,UK,2002,The original shine enhancer.
Clair de Jour,UK,1983,The break of day from Lanvin.
Clair de Jour,UK,1987,Hairspray – born in the USA.
Clairol Appliances,US,1983,The power to make you beautiful.
Clarins Men,UK,2008,Long live men’s skin.
Clairol Sunkissed,UK,2005,Radiate and shine in any shade.
Clairol Psssssst Instant Spray Shampoo,US,1975,Now you can have clean hair every day of your life.
Clairol Perfect 10,UK,2009,The colour that changes everything.
Clairol Nice ‘n Easy,US,1981,It sells the most. It conditions the most.
Clairol Loving Care,US,1972,You’re not getting older. You’re getting better!
Clairol Hydrience,US,2000,Incredible color that’s incredibly gentle.
Clairol Highlighting Collection,US,1986,"Make your hair glimmer, shimmer or simply glow."
Clairol Herbal Essences Nourishing Palm,US,2005,Rock your senses.
Clairol Herbal Essences Facial Care,US,1999,A totally organic experience. For your face.
Clairol Frost & Tip,US,1973,"Any way you want to do it, Frost & Tip does it."
Clairol Essence,US,1984,Because your hair has an essence all its own.
Clairol Daily Defense,US,2003,Feeling is believing – Guaranteed.
Clairol Daily Defense,UK,2001,Locks dryness out and moisture in.
Clairol Conditioning Spray,US,1976,Makes your hairsetter do better.
Clairol Beautiful Collection,US,2010,Don’t relax without it.
Clairol Balsm Color,US,1974,There’s no excuse not to anymore.
Johnson & Johnston Baby Extracare,UK,2005,Protection that is superior on the posterior.
L’Oréal Plenitude Revitalift Slim,UK,2000,Scientifically proven effectiveness.
Johnson’s Baby Extraclean,UK,2002,Just the 1 for number twos.
Sei Bella,US,2013,You are beautiful.
Secret Outlast,US,2016,Fearlessness. Apply daily.
Secret Flawless,US,2008,Because you’re hot.
Secret Deodorant,US,1973,And now Secret’s pretty new label makes it even more feminine.
Seche Vite,US,2007,You’re the only one for me.
Seche,US,2013,The world’s finest top coat.
Sebulex Shampoo,US,1977,Recommended by specialists.
Sebastian,US,2009,What’s next.
Sebastian,CH,2013,What’s next.
Sebastian,AT,2013,What’s next.
Sebastian,AT,2013,What’s next.
Sebastian,AT,2010,Science for healthy skin.
Sea of Spa,US,2013,Essential dead sea treatment.
Sea Breeze Naturals,US,2006,See what your skin can be.
Sea Breeze,US,1980,More than just a pretty face.
Sea Bond,US,2003,A different generation.
Sea & Ski,US,2004,One application that lasts all day.
Scünci Bendini Clip,US,2011,"Go gorgeous, day or night!"
Scünci,US,2008,Beautiful blends.
Scunci U Style,US,2003,Dream. Imagine. Create.
Secret Platinum Protection,US,2000,"Strong enough for a man, but made for you."
Secret Platinum Protection,US,2013,Fragrance atomizer.
