"ENG18440_Disraeli" "ENG18450_Disraeli" "ENG18471_Bronte" "ENG18481_Dickens" "ENG18530_Dickens" "ENG18570_Bronte" "ENG18650_Trollope" "ENG18742_Trollope" "ENG18952_Wells" "ENG19090_Wells" "ENG19120_Wells"
"seem" 0.0143539176834025 0.00500056256328837 0.0108815749824221 0.0111718736907961 0.0137999558401413 0.00889531328181464 0.0133406551812933 0.00478869867113612 0.0212662534937416 0.0303463822777128 0.0224581057248354
"seems" 0.0124816675507848 0.0143766173694541 0.00753339806475374 0.00474804631858832 0.0248399205122544 0.00667148496136098 0.0130304073863795 0.00957739734227224 0.00607607242678333 0.0267337177208422 0.0125501179050551
"soul" 0.0162261678160202 0.0112512657673988 0.0259483711119296 0.0175957010630038 0.0129719584897328 0.0277978540056708 0.00186148676948279 0.00478869867113612 0.00303803621339166 0.0187858556957269 0.0158527805116485
"changed" 0.0124816675507848 0.0125014064082209 0.0142297519000904 0.0203886694857028 0.0129719584897328 0.0144548840829488 0.00992792943724152 0.00239434933556806 0.0151901810669583 0.0151731911388564 0.0125501179050551
"chick" 0.000624083377539239 0 0 0.073455069516984 0.0011039964672113 0 0 0 0 0 0
"pipchin" 0 0 0 0.0748515537283335 0 0 0 0 0 0 0
"exactly" 0.0193465847037164 0.0156267580102762 0.0108815749824221 0.0156406231671145 0.011039964672113 0.00889531328181464 0.0114791684118105 0.0143660960134084 0.0303803621339166 0.0122830594933599 0.0158527805116485
"green" 0.0124816675507848 0.00687577352452151 0.0133927076706733 0.00698242105674753 0.0107639655553102 0.0322455106465781 0.00806644266775874 0 0.0789889415481833 0.0202309215184752 0.0310450285019783
"magnet" 0 0 0 0 0 0 0 0 0 0 0.176362183192089
"pleasant" 0.00374450026523544 0.00562563288369942 0.0117186192118392 0.0103339831639863 0.0187679399425922 0.0322455106465781 0.0195456110795693 0.0167604453489764 0.0212662534937416 0.00794786202511524 0.00990798781978031
"books" 0.0124816675507848 0.0106261954469878 0.0276224595707637 0.0139648421134951 0.00827997350408479 0.0322455106465781 0.00434346912879317 0 0.00607607242678333 0.0267337177208422 0.0217975732035167
"pounds" 0.00249633351015696 0.0175019689715093 0.00167408845883416 0.00418945263404852 0.01269595937293 0.00333574248068049 0.0375399831845695 0.00478869867113612 0 0.0166182569616046 0.0138711829476924
"probably" 0.00936125066308859 0.0112512657673988 0.0217631499648441 0.00474804631858832 0.00717597703687348 0.0333574248068049 0.0300940361066384 0.0430982880402251 0.0151901810669583 0.00433519746824468 0.00462372764923081
"real" 0.0205947514587949 0.0150016876898651 0.00837044229417082 0.00670312421447763 0.00965996908809892 0.0322455106465781 0.00620495589827595 0.0119717466778403 0.027342325920525 0.0332365139232092 0.0198159756395606
"rob" 0 0.000625070320411046 0.000837044229417082 0.0698242105674753 0.000551998233605652 0 0.00279223015422418 0.00239434933556806 0 0 0.000660532521318687
"six" 0.00436858364277467 0.0150016876898651 0.0167408845883416 0.0108925768485262 0.0135239567233385 0.020014454884083 0.0183046198999141 0.0215491440201125 0.00303803621339166 0.0108379936706117 0.0158527805116485
"em" 0 0.00375042192246628 0.0142297519000904 0.0262539031733707 0.0195959372930007 0 0.00217173456439658 0.0239434933556806 0 0.0339590468345833 0.00726585773450556
"harry" 0.0149780010609417 0.00125014064082209 0 0.000279296842269901 0 0 0.000310247794913798 0.560277744522926 0 0.000722532911374113 0
"st" 0.0280837519892658 0.0931354777412459 0.000837044229417082 0.000279296842269901 0.00165599470081696 0.00889531328181464 0.0120996640016381 0 0 0.00505773037961879 0.00462372764923081
"trees" 0.00998533404062783 0.00750084384493255 0.0159038403589246 0.00809960842582714 0.0132479576065357 0.020014454884083 0.00682545148810355 0.0526756853824973 0.0364564345607 0.0195083886071011 0.0251002358101101
"de" 0.0224670015914126 0.0756335087697366 0 0.00586523368766793 0.00496798410245087 0.058931450492022 0.00217173456439658 0.00239434933556806 0 0.00289013164549645 0.000660532521318687
"red" 0.00499266702031391 0.00625070320411046 0.0167408845883416 0.0145234357980349 0.0121439611393244 0.020014454884083 0.00899718605250013 0.00718304800670418 0.0789889415481833 0.0180633227843528 0.0178343780756046
"isn" 0.000624083377539239 0.00125014064082209 0.00837044229417082 0.00418945263404852 0.00248399205122544 0.00111191416022683 0.0210968500541382 0.038309589369089 0.00607607242678333 0.0419069088596986 0.0521820691841763
"charley" 0.000624083377539239 0.000625070320411046 0 0 0.0712077721351292 0 0 0 0 0 0
"ago" 0.0168502511935595 0.0150016876898651 0.010044530753005 0.0159199200093844 0.0146279531905498 0.0155667982431756 0.00558446030844836 0.0119717466778403 0.027342325920525 0.0137281253161081 0.0138711829476924
"length" 0.0218429182138734 0.0281281644184971 0.0217631499648441 0.0161992168516543 0.0113159637889159 0.0111191416022683 0.00465371692370696 0.0191547946845445 0.0243042897071333 0.00650279620236702 0.00264213008527475
"papa" 0.00499266702031391 0.00125014064082209 0.0619412729768641 0.0284882779115299 0.00303599028483109 0.00222382832045366 0.0186148676948279 0 0 0 0
"story" 0.00811308390801011 0.00312535160205523 0.00920748652358791 0.0111718736907961 0.0151799514241554 0.00111191416022683 0.0170636287202589 0.0143660960134084 0.0546846518410499 0.0267337177208422 0.0118895853837364
"talking" 0.00561675039785315 0.0106261954469878 0.0117186192118392 0.00921679579490674 0.0115919629057187 0.00889531328181464 0.0133406551812933 0.0143660960134084 0 0.0346815797459574 0.0257607683314288
"write" 0.00686491715293163 0.013751547049043 0.0117186192118392 0.00670312421447763 0.0151799514241554 0.0155667982431756 0.0223378412337934 0 0 0.0202309215184752 0.0118895853837364
"talked" 0.0224670015914126 0.00687577352452151 0.00837044229417082 0.00698242105674753 0.00800397438728196 0.0111191416022683 0.00930743384741393 0.00239434933556806 0.00607607242678333 0.0354041126573315 0.0350082236298904
"happened" 0.00873716728554935 0.0168768986510982 0.00669635383533666 0.0164785136939242 0.0132479576065357 0.00889531328181464 0.00806644266775874 0.00478869867113612 0.0364564345607 0.0151731911388564 0.0198159756395606
"slowly" 0.00374450026523544 0.00562563288369942 0.00502226537650249 0.0164785136939242 0.0168359461249724 0.0189025407238561 0.0127201595914657 0.00718304800670418 0.0212662534937416 0.0158957240502305 0.0151922479903298
"caddy" 0 0 0 0 0.069827776551115 0 0 0 0 0 0
"appearance" 0.015602084438481 0.0162518283306872 0.0142297519000904 0.0131269515866854 0.0184919408257894 0.0189025407238561 0.00682545148810355 0.00478869867113612 0.00911410864017499 0.0101154607592376 0.00792639025582425
"respect" 0.0230910849689519 0.013126476728632 0.00502226537650249 0.0167578105361941 0.00965996908809892 0.020014454884083 0.0102381772321553 0.0191547946845445 0.00303803621339166 0.0108379936706117 0.0118895853837364
"scarcely" 0.0330764190095797 0.0175019689715093 0.0242742826530954 0.00893749895263684 0.0132479576065357 0.0389169956079391 0.000310247794913798 0 0.0121521448535667 0.00433519746824468 0.010568520341099
"shut" 0.00436858364277467 0.0125014064082209 0.0267854153413466 0.0229023410661319 0.019043939059395 0.0155667982431756 0.00217173456439658 0 0.00303803621339166 0.00361266455687057 0.00990798781978031
"office" 0.0187225013261772 0.0225025315347977 0.00167408845883416 0.0108925768485262 0.0212519319938176 0.00333574248068049 0.0114791684118105 0.00957739734227224 0 0.0137281253161081 0.00264213008527475
"understood" 0.0118575841732455 0.00687577352452151 0.00418522114708541 0.00837890526809704 0.01269595937293 0.00889531328181464 0.0282325493371556 0.0263378426912487 0.0121521448535667 0.00867039493648936 0.00924745529846162
"easy" 0.013105750928324 0.0150016876898651 0.00669635383533666 0.0136855452712252 0.0173879443585781 0.0100072274420415 0.0111689206168967 0.00957739734227224 0.0121521448535667 0.00794786202511524 0.0138711829476924
"try" 0.00624083377539239 0.00625070320411046 0.02008906150601 0.0139648421134951 0.0115919629057187 0.013342969922722 0.0183046198999141 0.0143660960134084 0 0.0108379936706117 0.0145317154690111
"expected" 0.0124816675507848 0.00937605480616569 0.0133927076706733 0.014244138955765 0.0168359461249724 0.0122310557624951 0.0139611507711209 0.0215491440201125 0.00911410864017499 0.00505773037961879 0.00726585773450556
"meant" 0.00436858364277467 0.00375042192246628 0.0125556634412562 0.0108925768485262 0.0157319496577611 0.00667148496136098 0.0167533809253451 0.0167604453489764 0.00911410864017499 0.0144506582274823 0.023118638246154
"play" 0.0112335007957063 0.0106261954469878 0.0133927076706733 0.00949609263717664 0.00965996908809892 0.0100072274420415 0.00899718605250013 0.00239434933556806 0.00303803621339166 0.0303463822777128 0.0310450285019783
"spoken" 0.00624083377539239 0.00687577352452151 0.00920748652358791 0.0156406231671145 0.00938396997129609 0.0111191416022683 0.0297837883117246 0.0287321920268167 0.00607607242678333 0.00216759873412234 0.00264213008527475
"afternoon" 0.00624083377539239 0.00375042192246628 0.0209261057354271 0.00726171789901743 0.0140759549569441 0.020014454884083 0.00837669046267254 0.00957739734227224 0.0151901810669583 0.0231210531639716 0.0290634309380222
"future" 0.0361968358972759 0.0231276018552087 0.00669635383533666 0.00418945263404852 0.00441598586884522 0.0177906265636293 0.0201661066693968 0.00239434933556806 0.0637987604812249 0.00216759873412234 0.0052842601705495
"sun" 0.00686491715293163 0.0112512657673988 0.0108815749824221 0.014244138955765 0.0135239567233385 0.0222382832045366 0.00279223015422418 0.0215491440201125 0.0941791226151416 0.0108379936706117 0.0145317154690111
"laid" 0.0031204168876962 0.00625070320411046 0.0234372384236783 0.0223437473815921 0.0173879443585781 0.0244621115249903 0.00558446030844836 0.00478869867113612 0.00607607242678333 0.00505773037961879 0.00660532521318687
"months" 0.00686491715293163 0.013126476728632 0.0192520172765929 0.00782031158355724 0.00910797085449327 0.0166787124034025 0.0254403191829314 0.0191547946845445 0 0.0101154607592376 0.00792639025582425
"rooms" 0.0168502511935595 0.0100011251265767 0.00251113268825125 0.0178749979052737 0.0157319496577611 0.00778339912158781 0.0114791684118105 0.00718304800670418 0 0.0137281253161081 0.00924745529846162
"school" 0.0368209192748151 0.00562563288369942 0.000837044229417082 0.00530664000312812 0.0113159637889159 0.0533718796908879 0.00341272574405177 0.0119717466778403 0.00607607242678333 0.0231210531639716 0.0132106504263737
"companion" 0.0293319187443442 0.0287532347389081 0.0326447249472662 0.00977538947944655 0.00938396997129609 0.00778339912158781 0.00899718605250013 0 0.00303803621339166 0.00144506582274823 0.00396319512791212
"giving" 0.00998533404062783 0.00687577352452151 0.00920748652358791 0.0150820294825747 0.0124199602561272 0.0166787124034025 0.0164431331304313 0.0119717466778403 0.00303803621339166 0.0122830594933599 0.0118895853837364
"aware" 0.0112335007957063 0.00437549224287732 0.0167408845883416 0.00363085894950872 0.00965996908809892 0.0211263690443098 0.0269915581575004 0.0239434933556806 0.00303803621339166 0.0122830594933599 0.0118895853837364
"body" 0.0212188348363341 0.0206273205735645 0.0167408845883416 0.00977538947944655 0.00965996908809892 0.0111191416022683 0.00589470810336216 0.0454926373757931 0.01822821728035 0.0122830594933599 0.0112290528624177
"shop" 0.000624083377539239 0.0156267580102762 0.000837044229417082 0.0203886694857028 0.020699933760212 0.00111191416022683 0.00217173456439658 0.00478869867113612 0.00303803621339166 0.031791448100461 0.00990798781978031
"struck" 0.00624083377539239 0.0125014064082209 0.0251113268825125 0.0148027326403048 0.00551998233605652 0.0155667982431756 0.00837669046267254 0.0143660960134084 0.045570543200875 0.0195083886071011 0.0151922479903298
"dress" 0.00998533404062783 0.00687577352452151 0.010044530753005 0.014244138955765 0.0157319496577611 0.0189025407238561 0.00620495589827595 0 0.00303803621339166 0.0158957240502305 0.0244397032887914
"heaven" 0.00499266702031391 0.0112512657673988 0.0217631499648441 0.0187128884320834 0.0171119452417752 0.0111191416022683 0.00651520369318975 0.00718304800670418 0 0.0115605265819858 0.00858692277714293
"joseph" 0.0361968358972759 0.0150016876898651 0.115512103659557 0.00614453052993783 0.000551998233605652 0 0 0 0 0 0
"countenance" 0.0330764190095797 0.0218774612143866 0.030970636488432 0.00921679579490674 0.00551998233605652 0.0400289097681659 0.00713569928301735 0.00478869867113612 0 0.00216759873412234 0.000660532521318687
"smallweed" 0 0 0 0 0.0670677853830868 0 0 0 0 0 0
"waiting" 0.00748900053047087 0.00625070320411046 0.0117186192118392 0.0173164042207339 0.0124199602561272 0.0155667982431756 0.0139611507711209 0.00478869867113612 0.01822821728035 0.00722532911374113 0.0151922479903298
"bellfield" 0 0 0 0 0 0 0.075079966369139 0 0 0 0
"mouth" 0.00561675039785315 0.0118763360878099 0.0175779288177587 0.0145234357980349 0.0121439611393244 0.0144548840829488 0.0124099117965519 0.0143660960134084 0.01822821728035 0.0144506582274823 0.00792639025582425
"paper" 0.00499266702031391 0.00875098448575465 0.00502226537650249 0.0100546863217164 0.020699933760212 0.00555957080113415 0.0124099117965519 0 0.01822821728035 0.0173407898729787 0.0184949105969232
"property" 0.0137298343058633 0.0187521096123314 0.00920748652358791 0.0108925768485262 0.0137999558401413 0.00555957080113415 0.0201661066693968 0.0239434933556806 0.00303803621339166 0.00578026329099291 0.000660532521318687
"sweet" 0.0187225013261772 0.0168768986510982 0.0175779288177587 0.0184335915898135 0.006347979686465 0.0244621115249903 0.00465371692370696 0 0.0151901810669583 0.00433519746824468 0.0178343780756046
"carried" 0.0143539176834025 0.0118763360878099 0.0125556634412562 0.0128476547444155 0.0118679620225215 0.00667148496136098 0.0139611507711209 0.00478869867113612 0.0151901810669583 0.0122830594933599 0.0125501179050551
"desire" 0.0112335007957063 0.00500056256328837 0.02008906150601 0.00837890526809704 0.0102119673217046 0.0100072274420415 0.0148918941558623 0 0.00607607242678333 0.0195083886071011 0.0244397032887914
"led" 0.0230910849689519 0.0225025315347977 0.0117186192118392 0.0164785136939242 0.00386398763523957 0.0111191416022683 0.00651520369318975 0.00478869867113612 0.0151901810669583 0.0137281253161081 0.0151922479903298
"letters" 0.0168502511935595 0.0112512657673988 0.00753339806475374 0.00670312421447763 0.0226319275778318 0.0100072274420415 0.0117894162067243 0 0.00303803621339166 0.0137281253161081 0.00858692277714293
"minute" 0.0031204168876962 0.00187521096123314 0.0351558576355175 0.0136855452712252 0.0121439611393244 0.0166787124034025 0.0111689206168967 0.00478869867113612 0.0668367966946166 0.00650279620236702 0.00792639025582425
"common" 0.0143539176834025 0.0112512657673988 0.010044530753005 0.0134062484289553 0.0104879664385074 0.00778339912158781 0.00558446030844836 0.0143660960134084 0.0151901810669583 0.0209534544298493 0.0224581057248354
"sidonia" 0.14728367709926 0.00125014064082209 0 0 0 0 0 0 0 0 0
"arrived" 0.0386931694074328 0.0306284457001413 0.00753339806475374 0.0103339831639863 0.00855597262088761 0.0100072274420415 0.00713569928301735 0.0119717466778403 0.00607607242678333 0.00216759873412234 0.00462372764923081
"earth" 0.0031204168876962 0.00937605480616569 0.0192520172765929 0.0145234357980349 0.0121439611393244 0.00889531328181464 0.0111689206168967 0.0119717466778403 0.0637987604812249 0.00939292784786347 0.00990798781978031
"pocket" 0.00124816675507848 0.00750084384493255 0.0125556634412562 0.0173164042207339 0.0149039523073526 0.0100072274420415 0.0158226375406037 0.00478869867113612 0.0364564345607 0.00650279620236702 0.00594479269186818
"reached" 0.0224670015914126 0.0187521096123314 0.0192520172765929 0.00558593684539803 0.00193199381761978 0.013342969922722 0.019855858874483 0.0287321920268167 0.01822821728035 0.00578026329099291 0.0125501179050551
"memory" 0.0149780010609417 0.0118763360878099 0.00920748652358791 0.00949609263717664 0.00772797527047913 0.013342969922722 0.00310247794913798 0 0.0303803621339166 0.0484097050620656 0.0138711829476924
"parliament" 0.0493025868255999 0.0218774612143866 0 0.000837890526809704 0.00193199381761978 0 0.030714531696466 0 0 0.00578026329099291 0.00330266260659344
"resolved" 0.0199706680812557 0.0118763360878099 0.0142297519000904 0.0106132800062562 0.00469198498564805 0.00667148496136098 0.02450957579819 0.00718304800670418 0.0151901810669583 0.00650279620236702 0.00726585773450556
"servant" 0.00936125066308859 0.00937605480616569 0.0385040345531858 0.0100546863217164 0.0118679620225215 0.0177906265636293 0.0108586728219829 0.0167604453489764 0.00303803621339166 0.0101154607592376 0.0052842601705495
"unless" 0.00436858364277467 0.00625070320411046 0.0326447249472662 0.00754101474128733 0.00910797085449327 0.00333574248068049 0.0266813103625866 0.0167604453489764 0.00911410864017499 0.00722532911374113 0.00726585773450556
"bagnet" 0 0 0 0 0.0648597924486642 0 0 0 0 0 0
"blimber" 0 0 0 0.0656347579334268 0 0 0 0 0 0 0
"pride" 0.0149780010609417 0.00500056256328837 0.0142297519000904 0.0220644505393222 0.00965996908809892 0.013342969922722 0.00620495589827595 0.00478869867113612 0 0.0158957240502305 0.010568520341099
"seeing" 0.0106094174181671 0.00562563288369942 0.0175779288177587 0.0111718736907961 0.0162839478913667 0.0111191416022683 0.0139611507711209 0.0119717466778403 0.00911410864017499 0.00794786202511524 0.00990798781978031
"worse" 0.00249633351015696 0.00750084384493255 0.0334817691766833 0.0106132800062562 0.0151799514241554 0.00667148496136098 0.0164431331304313 0.0119717466778403 0.00303803621339166 0.00650279620236702 0.00792639025582425
"putting" 0.0031204168876962 0.00125014064082209 0.0125556634412562 0.0184335915898135 0.0182159417089865 0.0111191416022683 0.0133406551812933 0.0191547946845445 0.0121521448535667 0.00361266455687057 0.00660532521318687
"pass" 0.00811308390801011 0.00875098448575465 0.0159038403589246 0.0100546863217164 0.0146279531905498 0.0177906265636293 0.0148918941558623 0.0143660960134084 0.0151901810669583 0.00867039493648936 0.00726585773450556
"blood" 0.013105750928324 0.0237526721756198 0.0209261057354271 0.00921679579490674 0.00717597703687348 0.0177906265636293 0.00682545148810355 0 0.01822821728035 0.0158957240502305 0.0151922479903298
"forget" 0.00998533404062783 0.0175019689715093 0.0125556634412562 0.0159199200093844 0.011039964672113 0.00555957080113415 0.0108586728219829 0 0.00303803621339166 0.0137281253161081 0.010568520341099
"beginning" 0.00561675039785315 0.00437549224287732 0.0117186192118392 0.00893749895263684 0.0137999558401413 0.0100072274420415 0.0105484250270691 0.00239434933556806 0.0151901810669583 0.0245661189867198 0.0237791707674727
"cut" 0.00686491715293163 0.013751547049043 0.0159038403589246 0.0120097642176058 0.00717597703687348 0.0211263690443098 0.00868693825758633 0.00957739734227224 0.0243042897071333 0.0195083886071011 0.0158527805116485
"political" 0.0786345055699441 0.027503094098086 0 0.000279296842269901 0.000551998233605652 0.00222382832045366 0.0117894162067243 0 0 0.00289013164549645 0.00924745529846162
"wild" 0.0118575841732455 0.0150016876898651 0.0217631499648441 0.0120097642176058 0.00827997350408479 0.013342969922722 0.00961768164232773 0.00718304800670418 0.0151901810669583 0.00867039493648936 0.0171738455542859
"bit" 0.00187225013261772 0.00500056256328837 0.0175779288177587 0.00893749895263684 0.0102119673217046 0.00222382832045366 0.0114791684118105 0.0287321920268167 0.00911410864017499 0.0325139810118351 0.0198159756395606
"drew" 0.00686491715293163 0.00687577352452151 0.0251113268825125 0.0153613263248446 0.00745197615367631 0.0189025407238561 0.00310247794913798 0.00239434933556806 0.01822821728035 0.0332365139232092 0.00990798781978031
"liked" 0.0249633351015696 0.00875098448575465 0.00669635383533666 0.00837890526809704 0.00855597262088761 0.0222382832045366 0.0145816463609485 0.0143660960134084 0 0.0108379936706117 0.0118895853837364
"repeated" 0.00249633351015696 0.00312535160205523 0.0234372384236783 0.0240195284352115 0.0121439611393244 0.0100072274420415 0.00744594707793114 0 0.00303803621339166 0.00722532911374113 0.0118895853837364
"view" 0.0187225013261772 0.00875098448575465 0.00669635383533666 0.0125683579021456 0.01269595937293 0.0189025407238561 0.00744594707793114 0.00478869867113612 0.0243042897071333 0.00505773037961879 0.0184949105969232
"handsome" 0.00436858364277467 0.00687577352452151 0.0159038403589246 0.0156406231671145 0.0149039523073526 0.0233501973647634 0.0145816463609485 0.00478869867113612 0 0.00289013164549645 0.00462372764923081
"morley" 0 0.142516033053719 0 0 0 0 0 0 0 0 0
"trust" 0.00686491715293163 0.0112512657673988 0.00585930960591958 0.0153613263248446 0.0182159417089865 0.00555957080113415 0.0117894162067243 0.0119717466778403 0 0.00939292784786347 0.00660532521318687
"shook" 0.0031204168876962 0.0112512657673988 0.0125556634412562 0.0215058568547824 0.0115919629057187 0.00889531328181464 0.00868693825758633 0.0215491440201125 0.00911410864017499 0.00794786202511524 0.00726585773450556
"returns" 0.000624083377539239 0.00375042192246628 0.00167408845883416 0.00446874947631842 0.0538198277765511 0 0.000310247794913798 0.00239434933556806 0.00303803621339166 0.00144506582274823 0.000660532521318687
"sleep" 0.00436858364277467 0.00250028128164419 0.0234372384236783 0.0148027326403048 0.0137999558401413 0.00667148496136098 0.00496396471862076 0.040703938704657 0.0303803621339166 0.0115605265819858 0.0125501179050551
"fall" 0.0174743345710987 0.00750084384493255 0.0150667961295075 0.0103339831639863 0.0113159637889159 0.0111191416022683 0.00713569928301735 0.0215491440201125 0.01822821728035 0.0122830594933599 0.0158527805116485
"mentioned" 0.0174743345710987 0.00750084384493255 0.00585930960591958 0.0108925768485262 0.0231839258114374 0.0122310557624951 0.00961768164232773 0.00239434933556806 0.00303803621339166 0.00505773037961879 0.00264213008527475
"particularly" 0.015602084438481 0.0112512657673988 0.00502226537650249 0.00949609263717664 0.0151799514241554 0.00111191416022683 0.00527421251353456 0.00239434933556806 0.0121521448535667 0.0231210531639716 0.021137040682198
"anxious" 0.0199706680812557 0.013126476728632 0.0108815749824221 0.00754101474128733 0.011039964672113 0.013342969922722 0.0155123897456899 0.00957739734227224 0 0.00650279620236702 0.010568520341099
"gills" 0 0 0 0.062283195826188 0 0 0.000310247794913798 0 0 0 0
"note" 0.00624083377539239 0.00625070320411046 0.00753339806475374 0.00782031158355724 0.0132479576065357 0.0144548840829488 0.0120996640016381 0 0.00911410864017499 0.0209534544298493 0.023118638246154
"service" 0.0112335007957063 0.0143766173694541 0.00669635383533666 0.0178749979052737 0.01269595937293 0.0111191416022683 0.00868693825758633 0.00718304800670418 0.00303803621339166 0.00650279620236702 0.00924745529846162
"died" 0.0143539176834025 0.0118763360878099 0.0167408845883416 0.0111718736907961 0.0154559505409583 0.00555957080113415 0.00682545148810355 0 0.00607607242678333 0.0144506582274823 0.010568520341099
"pay" 0.0137298343058633 0.0200022502531535 0.00585930960591958 0.00446874947631842 0.0102119673217046 0.00778339912158781 0.0226480890287072 0.0143660960134084 0.00607607242678333 0.00794786202511524 0.00660532521318687
"wasn" 0.00124816675507848 0.00187521096123314 0.000837044229417082 0.00865820211036694 0.00855597262088761 0 0.0102381772321553 0.0167604453489764 0 0.0310689151890869 0.0475583415349455
"youth" 0.041813586295129 0.0231276018552087 0.00669635383533666 0.0103339831639863 0.00910797085449327 0.013342969922722 0.00279223015422418 0 0 0.0108379936706117 0.00264213008527475
"fancy" 0.0149780010609417 0.0125014064082209 0.0209261057354271 0.0122890610598757 0.00883197173769044 0.013342969922722 0.00868693825758633 0.00478869867113612 0.0212662534937416 0.013005592404734 0.00594479269186818
"lad" 0.00124816675507848 0.00187521096123314 0.0343188134061004 0.0374257768641668 0.00579598145285935 0.0144548840829488 0.000620495589827595 0.0119717466778403 0 0 0
"moved" 0.013105750928324 0.0150016876898651 0.0142297519000904 0.0108925768485262 0.00910797085449327 0.0122310557624951 0.00868693825758633 0.00718304800670418 0.027342325920525 0.0108379936706117 0.0138711829476924
"river" 0.015602084438481 0.0143766173694541 0 0.00865820211036694 0.00386398763523957 0.00778339912158781 0.0152021419507761 0.0526756853824973 0.0212662534937416 0.00794786202511524 0.021137040682198
"wall" 0.00561675039785315 0.00375042192246628 0.02008906150601 0.0131269515866854 0.0165599470081696 0.0144548840829488 0.00527421251353456 0.00478869867113612 0.0151901810669583 0.0187858556957269 0.00792639025582425
"watch" 0.00686491715293163 0.00625070320411046 0.0150667961295075 0.0189921852743533 0.0102119673217046 0.013342969922722 0.00465371692370696 0.0287321920268167 0.0303803621339166 0.00650279620236702 0.0125501179050551
"affairs" 0.0293319187443442 0.0231276018552087 0.00334817691766833 0.00698242105674753 0.00772797527047913 0.0100072274420415 0.0105484250270691 0.00478869867113612 0 0.0137281253161081 0.00990798781978031
"reply" 0.0106094174181671 0.0106261954469878 0.0108815749824221 0.0178749979052737 0.0132479576065357 0.0144548840829488 0.00775619487284494 0.00718304800670418 0 0.00650279620236702 0.00726585773450556
"angry" 0.00374450026523544 0.000625070320411046 0.0226001941942612 0.0108925768485262 0.00993596820490174 0.00111191416022683 0.0282325493371556 0.00478869867113612 0.00303803621339166 0.00722532911374113 0.00330266260659344
"opportunity" 0.0149780010609417 0.013126476728632 0.0142297519000904 0.00809960842582714 0.0115919629057187 0.020014454884083 0.0108586728219829 0.00718304800670418 0 0.00650279620236702 0.0138711829476924
"sol" 0 0 0 0.0497148379240424 0.0113159637889159 0 0 0 0 0 0
"touch" 0.00374450026523544 0.00750084384493255 0.0150667961295075 0.0153613263248446 0.00993596820490174 0.00778339912158781 0.00899718605250013 0.00239434933556806 0.0121521448535667 0.0180633227843528 0.0171738455542859
"merely" 0.015602084438481 0.0112512657673988 0.010044530753005 0.0136855452712252 0.01269595937293 0.0100072274420415 0.00744594707793114 0.00718304800670418 0.0121521448535667 0.00794786202511524 0.010568520341099
"written" 0.0112335007957063 0.013751547049043 0.00418522114708541 0.00642382737220773 0.014351954073747 0.0177906265636293 0.0204763544643106 0 0 0.00505773037961879 0.00462372764923081
"soft" 0.0168502511935595 0.0118763360878099 0.0125556634412562 0.0100546863217164 0.00413998675204239 0.0244621115249903 0.00620495589827595 0.0143660960134084 0.045570543200875 0.0108379936706117 0.0165133130329672
"caught" 0.015602084438481 0.0162518283306872 0.0159038403589246 0.00921679579490674 0.00441598586884522 0.013342969922722 0.00713569928301735 0.0119717466778403 0.0303803621339166 0.0158957240502305 0.0151922479903298
"foot" 0.0031204168876962 0.00500056256328837 0.0133927076706733 0.0178749979052737 0.0132479576065357 0.0144548840829488 0.00806644266775874 0.0143660960134084 0.0212662534937416 0.00794786202511524 0.00660532521318687
"skimpole" 0 0 0 0 0.0590638109958048 0 0 0 0 0 0
"act" 0.0143539176834025 0.0168768986510982 0.0142297519000904 0.0108925768485262 0.00855597262088761 0.0144548840829488 0.0120996640016381 0 0 0.00794786202511524 0.00792639025582425
"honour" 0.00624083377539239 0.0112512657673988 0.00585930960591958 0.0301640589651493 0.00165599470081696 0.00778339912158781 0.00899718605250013 0 0 0.0137281253161081 0.0052842601705495
"distance" 0.00936125066308859 0.013751547049043 0.0150667961295075 0.0161992168516543 0.0135239567233385 0.00778339912158781 0.00434346912879317 0.0215491440201125 0.01822821728035 0.00578026329099291 0.00330266260659344
"houses" 0.0106094174181671 0.0150016876898651 0.00167408845883416 0.011451170533066 0.0135239567233385 0.00667148496136098 0.00620495589827595 0.00239434933556806 0.0121521448535667 0.0245661189867198 0.00858692277714293
"stay" 0.00499266702031391 0.00625070320411046 0.041015167241437 0.00782031158355724 0.00827997350408479 0.013342969922722 0.0164431331304313 0.0119717466778403 0.00607607242678333 0.00216759873412234 0.00726585773450556
"prepared" 0.0162261678160202 0.0143766173694541 0.00585930960591958 0.00642382737220773 0.0115919629057187 0.0155667982431756 0.0142713985660347 0.00718304800670418 0.00303803621339166 0.00505773037961879 0.0118895853837364
"social" 0.0187225013261772 0.0150016876898651 0.00167408845883416 0.00502734316085822 0.00193199381761978 0.00889531328181464 0.00279223015422418 0 0.027342325920525 0.0368491784800798 0.0343476911085717
"supposed" 0.0106094174181671 0.00437549224287732 0.00920748652358791 0.0106132800062562 0.0146279531905498 0.00444765664090732 0.0158226375406037 0.0215491440201125 0.00607607242678333 0.00650279620236702 0.00594479269186818
"fresh" 0.0162261678160202 0.0118763360878099 0.00753339806475374 0.00670312421447763 0.0137999558401413 0.0177906265636293 0.00372297353896557 0 0.00911410864017499 0.0144506582274823 0.0198159756395606
