"ENG18440_Disraeli" "ENG18450_Disraeli" "ENG18471_Bronte" "ENG18481_Dickens" "ENG18530_Dickens" "ENG18570_Bronte" "ENG18650_Trollope" "ENG18742_Trollope" "ENG18952_Wells" "ENG19090_Wells" "ENG19120_Wells"
"being" 0.0892439229881112 0.0481304146716506 0.0979341748417986 0.136296859027712 0.14351954073747 0.104519931061322 0.0508806383658628 0.0861965760804501 0.0425325069874833 0.0469646392393174 0.06539271961055
"still" 0.0848753393453365 0.0968858996637122 0.0828673787122912 0.0787617095201122 0.085835725325679 0.116750986823817 0.0918333472944841 0.131689213456243 0.161015919309758 0.115605265819858 0.102382540804397
"dear" 0.0343245857646582 0.0456301333900064 0.0242742826530954 0.130152328497774 0.195131375579598 0.00778339912158781 0.0884206215504323 0.0167604453489764 0.00303803621339166 0.0281787835435904 0.0812455001221985
"life" 0.134177926170936 0.0843844932554912 0.0460374326179395 0.0673105389870462 0.071483771251932 0.0700505920942903 0.0856283913962081 0.0478869867113612 0.045570543200875 0.139448851895204 0.194857093789013
"back" 0.0255874184791088 0.0475053443512395 0.101282351759467 0.11423240848839 0.0910797085449326 0.0667148496136098 0.0850078958063806 0.105351370764995 0.121521448535667 0.12644325949047 0.126161711571869
"face" 0.0255874184791088 0.0331287269817854 0.0845414671711253 0.174281229576418 0.10349966880106 0.106743759381776 0.0483986560065524 0.0550700347180654 0.115445376108883 0.0917616797445124 0.0766217724729677
"dombey" 0 0 0 0.48011127186196 0 0 0 0 0 0 0
"make" 0.0555434206009923 0.0618819617206936 0.0878896440887937 0.0798788968891918 0.0883197173769044 0.0555957080113415 0.138991012121381 0.0670417813959057 0.0637987604812249 0.0910391468331383 0.0957772155912096
"even" 0.127937092395544 0.109387306071933 0.041015167241437 0.0754101474128733 0.0830757341576507 0.0811697336965586 0.0961768164232773 0.0718304800670418 0.157977883096367 0.0939292784786347 0.0726585773450556
"where" 0.0823790058351796 0.0731332274880924 0.103793484447718 0.118421861122438 0.126131596378892 0.0956246177795074 0.0384707265693109 0.079013528073746 0.0941791226151416 0.0650279620236702 0.0508610041415389
"long" 0.0936125066308859 0.0781337900513808 0.081193290253457 0.0988710821635451 0.0927357032457496 0.113415244343137 0.0577060898539664 0.0574643840536334 0.103293231255317 0.0932067455672606 0.0990798781978031
"captain" 0.0031204168876962 0.0162518283306872 0.000837044229417082 0.363923785477681 0.0129719584897328 0 0.0837669046267254 0 0 0.0231210531639716 0.000660532521318687
